5.711336368182608929e-18,1.668083324287697526e-18,9.126331519676717559e-20,4.062499999999999445e-01
1.258798544798310482e-19,3.072088695180563979e-20,6.065684331799024507e-21,4.062499999999999445e-01
1.745603549352381378e-05,1.536798117740545422e-05,6.876055598258972168e-01,1.032709107804541948e-01
7.608543484138863278e-08,7.494156761822523549e-08,7.239928841590881348e-01,1.034072968872024878e-01
4.229860337545687798e-07,4.549326035885314923e-07,7.568508386611938477e-01,1.035204086013130353e-01
1.881427067473850911e-07,1.944935803521730122e-07,8.276907801628112793e-01,1.037372842404051532e-01
1.509970459778742224e-08,1.500976942736542696e-08,8.286594748497009277e-01,1.037400527216718327e-01
6.988260525808698276e-10,8.215232938368899340e-10,8.934939503669738770e-01,1.039110202699460445e-01
2.125520760917418150e-15,3.192392004027389159e-15,9.874931573867797852e-01,1.041226366726940578e-01
3.467827127678901888e-07,5.056043619333649985e-07,6.629899740219116211e-01,1.031713471699319679e-01
5.269304210742120631e-07,8.941383953242620919e-07,4.572901725769042969e-01,1.020048866221353462e-01
1.817045003349448962e-08,3.381762070375771145e-08,4.591876864433288574e-01,1.020194564501508416e-01
4.706578593527410703e-08,7.141201052718315623e-08,2.503628432750701904e-01,9.962010539456149505e-02
8.000494762022005014e-20,1.383268805966168744e-19,7.407596111297607422e-01,1.034661668346489177e-01
3.523095870231060466e-19,5.082400859763760372e-19,9.011259078979492188e-01,1.039296392448202100e-01
